field_name,dk_column_name,description,dataset,data_source,source_link,year
p_pnpl,EJScreen - Percentile for Superfund proximity - Percentile for Superfund proximity,percentile for superfund proximity,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
p_prmp,EJScreen - Percentile for RMP facility proximity - Percentile for RMP facility proximity,percentile for rmp facility proximity,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
p_ptraf,EJScreen - Percentile for Traffic proximity - Percentile for Traffic proximity,percentile for traffic proximity,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
p_ptsdf,EJScreen - Percentile for Hazardous waste proximity - Percentile for Hazardous waste proximity,percentile for hazardous waste proximity,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
p_pwdis,EJScreen - Percentile for Wastewater discharge - Percentile for Wastewater discharge,percentile for wastewater discharge,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
p_resp,EJScreen - Percentile for Air toxics respiratory HI - Percentile for Air toxics respiratory HI,percentile for  air toxics respiratory hi,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
p_rsei_air,EJScreen - Percentile for Toxic Releases to Air - Percentile for Toxic Releases to Air,percentile for toxic releases to air,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
p_ust,EJScreen - Percentile for Underground storage tanks - Percentile for Underground storage tanks,percentile for underground storage tanks,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
pm25,EJScreen - Particulate Matter 2.5 - Particulate Matter 2.5,particulate matter 2.5,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
pnpl,EJScreen - Superfund proximity - Superfund proximity,superfund proximity,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
pre1960,EJScreen - Housing units built before 1960 - Housing units built before 1960,housing units built before 1960,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
pre1960pct,EJScreen - Lead Paint - Lead Paint,lead paint,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
prmp,EJScreen - RMP facility proximity - RMP facility proximity,rmp facility proximity,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
ptraf,EJScreen - Traffic proximity - Traffic proximity,traffic proximity,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
ptsdf,EJScreen - Hazardous waste proximity - Hazardous waste proximity,hazardous waste proximity,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
pwdis,EJScreen - Wastewater discharge - Wastewater discharge,wastewater discharge,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
qct,HUD - Low Income Housing Tax Credit (LIHTC) program - Qualified Census Tracts,qualified census tract indicator,Low Income Housing Tax Credit (LIHTC) Program - Qualified Census Tracts,U.S. Department of Housing and Urban Development (HUD),,2018
resp,EJScreen - Air toxics respiratory HI - Air toxics respiratory HI,air toxics respiratory hi,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
rsei_air,EJScreen - Toxic Releases to Air - Toxic Releases to Air,toxic releases to air,EJScreen - Indexes,Environmental Protection Agency (EPA),https://www.epa.gov/ejscreen/download-ejscreen-data,2023
s0101_c01_032e,ACS - Median Population Age - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400024,2022
s0101_c01_032m,ACS - Median Population Age - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400025,2022
s0101_c02_020e,ACS - Population Percentage by Age (5 to 14 years) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400000,2022
s0101_c02_020m,ACS - Population Percentage by Age (5 to 14 years) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400001,2022
s0101_c02_021e,ACS - Population Percentage by Age (15 to 17 years) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400002,2022
s0101_c02_021m,ACS - Population Percentage by Age (15 to 17 years) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400003,2022
s0101_c02_022e,ACS - Population Percentage by Age (Under 18 years) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400004,2022
s0101_c02_022m,ACS - Population Percentage by Age (Under 18 years) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400005,2022
s0101_c02_023e,ACS - Population Percentage by Age (18 to 24 years) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400006,2022
s0101_c02_023m,ACS - Population Percentage by Age (18 to 24 years) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400007,2022
s0101_c02_024e,ACS - Population Percentage by Age (15 to 44 years) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400008,2022
s0101_c02_024m,ACS - Population Percentage by Age (15 to 44 years) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400009,2022
s0101_c02_025e,ACS - Population Percentage by Age (16 years and older) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400010,2022
s0101_c02_025m,ACS - Population Percentage by Age (16 years and older) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400011,2022
s0101_c02_026e,ACS - Population Percentage by Age (18 years and older) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400012,2022
s0101_c02_026m,ACS - Population Percentage by Age (18 years and older) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400013,2022
s0101_c02_027e,ACS - Population Percentage by Age (21 years and older) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400014,2022
s0101_c02_027m,ACS - Population Percentage by Age (21 years and older) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400015,2022
s0101_c02_028e,ACS - Population Percentage by Age (60 years and older) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400016,2022
s0101_c02_028m,ACS - Population Percentage by Age (60 years and older) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400017,2022
s0101_c02_029e,ACS - Population Percentage by Age (62 years and older) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400018,2022
s0101_c02_029m,ACS - Population Percentage by Age (62 years and older) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400019,2022
s0101_c02_030e,ACS - Population Percentage by Age (65 years and older) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400020,2022
s0101_c02_030m,ACS - Population Percentage by Age (65 years and older) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400021,2022
s0101_c02_031e,ACS - Population Percentage by Age (75 years and older) - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400022,2022
s0101_c02_031m,ACS - Population Percentage by Age (75 years and older) - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400023,2022
s0101_c03_032e,ACS - Median Population Age - By Sex - Median Male Age - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400051,2022
s0101_c03_032m,ACS - Median Population Age - By Sex - Median Male Age - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400052,2022
s0101_c04_020e,ACS - Population Percentage by Age (5 to 14 years) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400026,2022
s0101_c04_020m,ACS - Population Percentage by Age (5 to 14 years) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400027,2022
s0101_c04_021e,ACS - Population Percentage by Age (15 to 17 years) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400028,2022
s0101_c04_021m,ACS - Population Percentage by Age (15 to 17 years) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400029,2022
s0101_c04_022e,ACS - Population Percentage by Age (Under 18 years) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400030,2022
s0101_c04_022m,ACS - Population Percentage by Age (Under 18 years) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400031,2022
s0101_c04_023e,ACS - Population Percentage by Age (18 to 24 years) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400032,2022
s0101_c04_023m,ACS - Population Percentage by Age (18 to 24 years) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400033,2022
s0101_c04_024e,ACS - Population Percentage by Age (15 to 44 years) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400034,2022
s0101_c04_024m,ACS - Population Percentage by Age (15 to 44 years) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400035,2022
s0101_c04_025e,ACS - Population Percentage by Age (16 years and older) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400036,2022
s0101_c04_025m,ACS - Population Percentage by Age (16 years and older) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400037,2022
s0101_c04_026e,ACS - Population Percentage by Age (18 years and older) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400038,2022
s0101_c04_026m,ACS - Population Percentage by Age (18 years and older) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400039,2022
s0101_c04_027e,ACS - Population Percentage by Age (21 years and older) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400040,2022
s0101_c04_027m,ACS - Population Percentage by Age (21 years and older) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400041,2022
s0101_c04_028e,ACS - Population Percentage by Age (60 years and older) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400042,2022
s0101_c04_028m,ACS - Population Percentage by Age (60 years and older) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400043,2022
s0101_c04_029e,ACS - Population Percentage by Age (62 years and older) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400044,2022
s0101_c04_029m,ACS - Population Percentage by Age (62 years and older) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400045,2022
s0101_c04_030e,ACS - Population Percentage by Age (65 years and older) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400046,2022
s0101_c04_030m,ACS - Population Percentage by Age (65 years and older) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400047,2022
s0101_c04_031e,ACS - Population Percentage by Age (75 years and older) - By Sex - Percentage of Total Male Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400048,2022
s0101_c04_031m,ACS - Population Percentage by Age (75 years and older) - By Sex - Percentage of Total Male Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400049,2022
s0101_c05_032e,ACS - Median Population Age - By Sex - Median Female Age - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400076,2022
s0101_c05_032m,ACS - Median Population Age - By Sex - Median Female Age - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400077,2022
s0101_c06_020e,ACS - Population Percentage by Age (5 to 14 years) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),,2022
s0101_c06_020m,ACS - Population Percentage by Age (5 to 14 years) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400053,2022
s0101_c06_021e,ACS - Population Percentage by Age (15 to 17 years) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400054,2022
s0101_c06_021m,ACS - Population Percentage by Age (15 to 17 years) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400055,2022
s0101_c06_022e,ACS - Population Percentage by Age (Under 18 years) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400056,2022
s0101_c06_022m,ACS - Population Percentage by Age (Under 18 years) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400057,2022
s0101_c06_023e,ACS - Population Percentage by Age (18 to 24 years) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400058,2022
s0101_c06_023m,ACS - Population Percentage by Age (18 to 24 years) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400059,2022
s0101_c06_024e,ACS - Population Percentage by Age (15 to 44 years) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400060,2022
s0101_c06_024m,ACS - Population Percentage by Age (15 to 44 years) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400061,2022
s0101_c06_025e,ACS - Population Percentage by Age (16 years and older) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400062,2022
s0101_c06_025m,ACS - Population Percentage by Age (16 years and older) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400063,2022
s0101_c06_026e,ACS - Population Percentage by Age (18 years and older) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400064,2022
s0101_c06_026m,ACS - Population Percentage by Age (18 years and older) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400065,2022
s0101_c06_027e,ACS - Population Percentage by Age (21 years and older) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400066,2022
s0101_c06_027m,ACS - Population Percentage by Age (21 years and older) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400067,2022
s0101_c06_028e,ACS - Population Percentage by Age (60 years and older) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400068,2022
s0101_c06_028m,ACS - Population Percentage by Age (60 years and older) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400069,2022
s0101_c06_029e,ACS - Population Percentage by Age (62 years and older) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400070,2022
s0101_c06_029m,ACS - Population Percentage by Age (62 years and older) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400071,2022
s0101_c06_030e,ACS - Population Percentage by Age (65 years and older) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400072,2022
s0101_c06_030m,ACS - Population Percentage by Age (65 years and older) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400073,2022
s0101_c06_031e,ACS - Population Percentage by Age (75 years and older) - By Sex - Percentage of Total Female Population - Estimate,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400074,2022
s0101_c06_031m,ACS - Population Percentage by Age (75 years and older) - By Sex - Percentage of Total Female Population - Margin of Error,,S0101 Age and Sex ,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S0101?q=S0101:%20Age%20and%20Sex&g=010XX00US$1400075,2022
s1701_c03_001e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400000,2022
s1701_c03_001m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400001,2022
s1701_c03_002e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - Under 18 years - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400002,2022
s1701_c03_002m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - Under 18 years - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400003,2022
s1701_c03_003e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - Under 5 years - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400004,2022
s1701_c03_003m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - Under 5 years - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400005,2022
s1701_c03_004e,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 5 to 17 years - Estimate,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400006,2022
s1701_c03_004m,ACS - Percentage Below Poverty Level (Poverty Status in the Past 12 Months) - By Age - 5 to 17 years - Margin of Error,,S1701 Poverty Status in the Past 12 Months,US Census American Community Survey (5-year estimates),https://data.census.gov/table/ACSST5Y2022.S1701?q=S1701:%20Poverty%20Status%20in%20the%20Past%2012%20Months&g=010XX00US$1400007,2022
